member_id|h_bit_date|h_location|status|tier_class|tier_start_date|skuid
2210980075529896|2020-07-04 13:26:00|174|Active|Tier2|2020-07-04 05:30:00|206873740
2210980075535273|2020-07-04 15:49:45|225|Active|Tier2|2020-07-04 05:30:00|206873740
2210917400459936|2020-07-04 17:11:31|225|Active|Tier2|2020-07-04 05:30:00|206873740
2210912000391050|2020-07-04 18:03:44|120|Active|Tier4|2020-07-15 05:30:00|206873740
2210980075542352|2020-07-04 18:05:30|167|Active|Tier4|2020-07-04 05:30:00|206873740
2210919100160087|2020-07-04 18:09:40|174|Active|Tier2|2020-02-01 00:00:00|206873740
2210980028925100|2020-07-04 19:16:13|167|Active|Tier4|2020-07-04 05:30:00|206873740
2210980075516273|2020-07-04 17:40:39|170|Active|Tier3|2020-07-04 05:30:00|206873740
2210912501327868|2020-07-04 20:49:48|165|Active|Tier4|2020-07-04 05:30:00|206873740
2210980075569660|2020-07-05 11:38:34|184|Active|Tier4|2020-07-05 05:30:00|206873740
2210911501850424|2020-07-05 14:07:26|170|Active|Tier2|2020-07-05 05:30:00|206873740
2210911502088339|2020-07-05 14:38:46|484|Active|Tier4|2020-07-05 05:30:00|206873740
2210980075574835|2020-07-05 14:44:04|290|Active|Tier4|2020-07-05 05:30:00|206873740
2210916700159774|2020-07-05 13:44:56|167|Active|Tier4|2020-07-05 05:30:00|206873740
2210912800458836|2020-07-05 16:18:12|115|Active|Tier4|2020-07-05 05:30:00|206873740
2210911201297298|2020-07-05 16:58:38|112|Active|Tier4|2020-07-05 05:30:00|206873740
2210912800505693|2020-07-05 19:37:47|484|Active|Tier4|2020-07-05 05:30:00|206873740
2210917100161295|2020-07-05 19:32:14|174|Active|Tier1|2019-07-01 00:00:00|206873740
2210931000007813|2020-07-05 19:44:22|310|Active|Tier4|2020-07-05 05:30:00|206873740
2210980075591516|2020-07-05 20:35:49|174|Active|Tier4|2020-07-05 05:30:00|206873740
2210917100161295|2020-07-05 20:45:12|174|Active|Tier1|2019-07-01 00:00:00|206873740
2210914700330198|2020-07-05 19:49:32|147|Active|Tier4|2020-07-05 05:30:00|206873740
2210911502153638|2020-07-05 20:32:31|115|Active|Tier4|2020-07-05 05:30:00|206873740
2210911200010080|2020-07-05 20:11:29|484|Active|Tier4|2020-07-05 05:30:00|206873740
2210917400713118|2020-07-05 17:52:54|174|Active|Tier4|2020-07-05 05:30:00|206873740
2210980075585146|2020-07-05 18:08:09|257|Active|Tier4|2020-07-05 05:30:00|206873740
2210915000048661|2020-07-06 15:17:20|168|Active|Tier4|2020-07-06 05:30:00|206873740
2210980075619697|2020-07-06 16:00:28|257|Active|Tier4|2020-07-06 05:30:00|206873740
2210916700134223|2020-07-06 16:15:02|167|Active|Tier4|2020-07-06 05:30:00|206873740
2210980075439195|2020-07-06 16:38:34|158|Active|Tier4|2020-07-02 05:30:00|206873740
2210910302465531|2020-07-06 17:12:58|199|Active|Tier4|2020-07-06 05:30:00|206873740
2210915800170657|2020-07-06 17:35:16|158|Active|Tier4|2020-07-08 05:30:00|206873740
2210980075626932|2020-07-06 18:25:20|290|Active|Tier4|2020-07-06 05:30:00|206873740
2210911201910627|2020-07-06 18:39:28|112|Active|Tier4|2020-07-06 05:30:00|206873740
2210980075629886|2020-07-06 19:35:41|170|Active|Tier4|2020-07-06 05:30:00|206873740
2210980075656715|2020-07-07 13:58:30|199|Active|Tier4|2020-07-07 05:30:00|206873740
2210913000187001|2020-07-07 15:14:58|170|Active|Tier4|2020-07-07 05:30:00|206873740
2210980075662390|2020-07-07 16:15:36|257|Active|Tier4|2020-07-07 05:30:00|206873740
2210914600347615|2020-07-07 16:45:32|146|Active|Tier4|2020-07-07 05:30:00|206873740
2210916700042145|2020-07-07 17:05:28|167|Active|Tier4|2020-07-07 05:30:00|206873740
2210916500222301|2020-07-07 18:10:40|165|Active|Tier4|2020-07-07 05:30:00|206873740
2210980060084642|2020-07-07 18:37:34|165|Active|Tier4|2020-06-25 00:00:00|206873740
2210912800285155|2020-07-07 18:05:35|188|Active|Tier4|2020-07-07 05:30:00|206873740
2210912700723339|2020-07-07 18:31:37|715|Active|Tier4|2020-07-07 05:30:00|206873740
2210916500452205|2020-07-07 19:31:12|165|Active|Tier4|2020-07-07 05:30:00|206873740
2210980029184491|2020-07-07 19:47:03|165|Active|Tier4|2020-06-19 00:00:00|206873740
2210980075674452|2020-07-07 20:21:41|484|Active|Tier4|2020-07-07 05:30:00|206873740
2210912100027471|2020-07-07 12:28:56|715|Active|Tier4|2020-07-08 05:30:00|206873740
2210916800350190|2020-07-08 12:41:32|168|Active|Tier4|2020-07-08 05:30:00|206873740
2210912501217424|2020-07-08 12:53:05|165|Active|Tier4|2020-07-08 05:30:00|206873740
2210914700654563|2020-07-08 13:45:20|147|Active|Tier4|2020-07-08 05:30:00|206873740
2210915800170657|2020-07-08 14:02:36|158|Active|Tier4|2020-07-08 05:30:00|206873740
2210911400284345|2020-07-08 14:14:29|158|Active|Tier4|2020-07-08 05:30:00|206873740
2210980075699608|2020-07-08 14:34:05|225|Active|Tier2|2020-07-08 05:30:00|206873740
2210980075450390|2020-07-08 15:11:57|185|Active|Tier4|2020-07-02 05:30:00|206873740
2210914700655990|2020-07-08 16:31:49|478|Active|Tier4|2020-07-08 05:30:00|206873740
2210914600299766|2020-07-08 16:46:32|146|Active|Tier4|2020-07-08 05:30:00|206873740
2210918500368225|2020-07-08 18:45:03|185|Active|Tier4|2020-07-08 05:30:00|206873740
2210980075318506|2020-07-08 19:04:42|199|Active|Tier4|2020-07-08 05:30:00|206873740
2210912100027471|2020-07-09 12:30:17|715|Active|Tier4|2020-07-08 05:30:00|206873740
2210980075741061|2020-07-09 14:16:08|155|Active|Tier4|2020-07-09 05:30:00|206873740
2210910103356996|2020-07-09 14:57:31|225|Active|Tier3|2020-06-01 00:00:00|206873740
2210980075747928|2020-07-09 16:18:34|147|Active|Tier4|2020-07-09 05:30:00|206873740
2210912100664752|2020-07-09 16:05:29|715|Active|Tier4|2020-07-09 05:30:00|206873740
2210912100664752|2020-07-09 15:49:43|715|Active|Tier4|2020-07-09 05:30:00|206873740
2210912700555947|2020-07-09 16:01:53|130|Active|Tier4|2020-07-13 05:30:00|206873740
2210910501977880|2020-07-09 15:46:46|170|Active|Tier4|2020-07-09 05:30:00|206873740
2210980075745732|2020-07-09 15:53:20|174|Active|Tier4|2020-07-09 05:30:00|206873740
2210919900350227|2020-07-09 16:38:58|199|Active|Tier4|2020-07-09 05:30:00|206873740
2210980075750252|2020-07-09 17:31:37|715|Active|Tier4|2020-07-09 05:30:00|206873740
2210912100897246|2020-07-09 17:33:37|346|Active|Tier4|2020-07-09 05:30:00|206873740
2210919100225492|2020-07-09 17:52:28|191|Active|Tier4|2020-07-09 05:30:00|206873740
2210912100897246|2020-07-09 17:59:55|346|Active|Tier4|2020-07-09 05:30:00|206873740
2210980075753157|2020-07-09 18:06:40|259|Active|Tier4|2020-07-09 05:30:00|206873740
2210971500057025|2020-07-09 19:34:30|715|Active|Tier4|2020-07-09 05:30:00|206873740
2210916800079724|2020-07-09 19:59:41|168|Active|Tier4|2020-07-09 05:30:00|206873740
2210971500057025|2020-07-09 19:41:56|715|Active|Tier4|2020-07-09 05:30:00|206873740
2210916800028374|2020-07-09 20:19:29|168|Active|Tier4|2020-07-09 05:30:00|206873740
2210918600127000|2020-07-09 20:10:45|127|Active|Tier4|2020-07-09 05:30:00|206873740
2210980075758230|2020-07-09 20:09:29|184|Active|Tier4|2020-07-09 05:30:00|206873740
2210980075758065|2020-07-09 20:12:33|103|Active|Tier4|2020-07-09 05:30:00|206873740
2210912800341594|2020-07-09 20:51:25|128|Active|Tier4|2020-07-09 05:30:00|206873740
2210912101214722|2020-07-10 13:36:34|450|Active|Tier4|2020-07-10 05:30:00|206873740
2210915100630269|2020-07-10 13:09:53|191|Active|Tier4|2020-07-10 05:30:00|206873740
2210911500905039|2020-07-10 14:45:20|484|Active|Tier4|2020-07-10 05:30:00|206873740
2210916800045188|2020-07-10 15:03:06|168|Active|Tier4|2020-07-10 05:30:00|206873740
2210911201835204|2020-07-10 15:36:56|112|Active|Tier4|2020-07-10 05:30:00|206873740
2210980075793385|2020-07-10 15:56:57|174|Active|Tier4|2020-07-10 05:30:00|206873740
2210917400713779|2020-07-10 17:18:26|484|Active|Tier4|2020-07-10 05:30:00|206873740
2210916500323489|2020-07-10 18:18:06|165|Active|Tier4|2020-07-10 05:30:00|206873740
2210912500422694|2020-07-10 17:44:24|147|Active|Tier4|2020-07-10 05:30:00|206873740
2210918400289554|2020-07-10 19:28:45|110|Active|Tier4|2020-07-10 05:30:00|206873740
2210912100446317|2020-07-10 20:05:21|450|Active|Tier4|2020-07-10 05:30:00|206873740
2210911502310691|2020-07-10 20:29:07|484|Active|Tier4|2020-07-10 05:30:00|206873740
2210919100184855|2020-07-10 21:01:50|174|Active|Tier4|2020-07-10 05:30:00|206873740
2210980028921240|2020-06-10 17:48:21|225|Active|Tier4|2020-06-10 00:00:00|206873740
2210980028920010|2020-06-10 15:21:11|128|Active|Tier4|2020-06-10 05:30:00|206873740
2210980028921398|2020-06-10 16:05:42|122|Active|Tier4|2020-06-10 00:00:00|206873740
2210980028937758|2020-06-11 18:11:23|121|Active|Tier4|2020-06-11 05:30:00|206873740
2210980028939671|2020-06-11 19:46:20|314|Active|Tier4|2020-06-11 05:30:00|206873740
2210980028936453|2020-06-11 17:19:52|116|Active|Tier4|2020-06-11 00:00:00|206873740
2210980028931850|2020-06-11 13:51:37|710|Active|Tier4|2020-06-11 05:30:00|206873740
2210980028948045|2020-06-12 15:04:07|158|Active|Tier4|2020-06-12 05:30:00|206873740
2210980028948045|2020-06-12 18:45:29|158|Active|Tier4|2020-06-12 05:30:00|206873740
2210980028952344|2020-06-12 18:17:26|199|Active|Tier4|2020-06-12 00:00:00|206873740
2210915800639602|2020-06-12 18:38:24|158|Active|Tier4|2020-06-12 00:00:00|206873740
2210980028945389|2020-06-12 12:49:28|199|Active|Tier4|2020-06-12 05:30:00|206873740
2210980028974330|2020-06-13 19:01:45|122|Active|Tier4|2020-06-13 00:00:00|206873740
2210911600403745|2020-06-13 17:56:24|710|Active|Tier4|2020-06-13 00:00:00|206873740
2210980028967953|2020-06-13 16:12:33|128|Active|Tier4|2020-06-13 00:00:00|206873740
2210980028964877|2020-06-13 14:34:20|188|Active|Tier4|2020-06-13 00:00:00|206873740
2210915800338353|2020-06-13 16:24:13|158|Active|Tier4|2020-06-13 05:30:00|206873740
2210917400266463|2020-06-13 15:34:45|174|Active|Tier3|2020-06-13 05:30:00|206873740
2210980028970833|2020-06-13 17:27:26|167|Active|Tier4|2020-06-13 00:00:00|206873740
2210916700041980|2020-06-14 17:20:51|167|Active|Tier4|2020-06-14 00:00:00|206873740
2210980028986649|2020-06-14 14:47:03|484|Active|Tier4|2020-06-14 05:30:00|206873740
2210980028989148|2020-06-14 15:56:05|259|Active|Tier4|2020-06-14 05:30:00|206873740
2210914300038746|2020-06-14 19:13:59|128|Active|Tier4|2020-06-14 05:30:00|206873740
2210980028989882|2020-06-14 16:25:28|154|Active|Tier4|2020-06-14 05:30:00|206873740
2210980028990740|2020-06-14 16:50:48|103|Active|Tier4|2020-06-14 05:30:00|206873740
2210980028997414|2020-06-14 19:55:37|255|Active|Tier4|2020-06-14 00:00:00|206873740
2210980028986524|2020-06-14 14:45:45|167|Active|Tier4|2020-06-14 05:30:00|206873740
2210980029004509|2020-06-15 13:44:12|484|Active|Tier4|2020-06-15 00:00:00|206873740
2210980029004764|2020-06-15 14:01:55|484|Active|Tier4|2020-06-15 05:30:00|206873740
2210980029003881|2020-06-15 13:20:31|478|Active|Tier0|2020-06-15 05:30:00|206873740
2210980029003881|2020-06-15 15:30:06|478|Active|Tier0|2020-06-15 05:30:00|206873740
2210980029004475|2020-06-15 13:32:50|167|Active|Tier4|2020-06-15 05:30:00|206873740
2210980029004665|2020-06-15 13:53:32|478|Active|Tier4|2020-06-15 00:00:00|206873740
2210980029003725|2020-06-15 13:10:49|151|Active|Tier4|2020-06-15 00:00:00|206873740
2210980029030256|2020-06-16 19:37:15|290|Active|Tier4|2020-06-16 05:30:00|206873740
2210980029030421|2020-06-16 19:25:51|122|Active|Tier4|2020-06-16 05:30:00|206873740
2210980029018012|2020-06-16 12:32:55|121|Active|Tier4|2020-06-16 00:00:00|206873740
2210980029017816|2020-06-16 12:24:07|167|Active|Tier4|2020-06-16 05:30:00|206873740
2210919900001432|2020-06-16 19:31:05|199|Active|Tier4|2020-06-16 00:00:00|206873740
2210980029095226|2020-06-17 11:38:04|478|Active|Tier4|2020-06-17 00:00:00|206873740
2210980029103426|2020-06-17 14:22:46|151|Active|Tier4|2020-06-17 00:00:00|206873740
2210980029102642|2020-06-17 14:06:14|484|Active|Tier4|2020-06-17 05:30:00|206873740
2210980029117418|2020-06-17 18:32:42|130|Active|Tier4|2020-06-17 00:00:00|206873740
2210980029107047|2020-06-17 15:26:12|346|Active|Tier4|2020-06-17 00:00:00|206873740
2210980029107047|2020-06-17 17:30:17|346|Active|Tier4|2020-06-17 00:00:00|206873740
2210915500314415|2020-06-17 14:38:10|155|Active|Tier4|2020-06-17 05:30:00|206873740
2210980029160962|2020-06-18 19:09:08|255|Active|Tier4|2020-06-18 05:30:00|206873740
2210919900189914|2020-06-18 15:51:57|199|Active|Tier4|2020-06-18 05:30:00|206873740
2210911600403745|2020-06-18 14:31:28|710|Active|Tier4|2020-06-13 00:00:00|206873740
2210980029156085|2020-06-18 17:20:53|121|Active|Tier4|2020-06-18 05:30:00|206873740
2210980029157703|2020-06-18 17:54:35|484|Active|Tier4|2020-06-18 00:00:00|206873740
2210980029158420|2020-06-18 18:12:58|116|Active|Tier4|2020-06-18 05:30:00|206873740
2210980029190753|2020-06-19 15:05:46|199|Active|Tier4|2020-06-19 05:30:00|206873740
2210916700259442|2020-06-19 19:14:55|167|Active|Tier4|2020-06-19 00:00:00|206873740
2210980029204166|2020-06-19 17:50:48|121|Active|Tier4|2020-06-19 00:00:00|206873740
2210980029193385|2020-06-19 16:05:24|168|Active|Tier4|2020-06-19 05:30:00|206873740
2210980029184491|2020-06-19 12:34:14|165|Active|Tier4|2020-06-19 00:00:00|206873740
2210980029205239|2020-06-19 17:59:47|121|Active|Tier4|2020-06-19 05:30:00|206873740
2210980029185555|2020-06-19 13:03:04|255|Active|Tier4|2020-06-19 00:00:00|206873740
2210980029245649|2020-06-19 19:42:43|147|Active|Tier4|2020-06-19 00:00:00|206873740
2210980031138469|2020-06-20 20:53:50|116|Active|Tier4|2020-06-20 00:00:00|206873740
2210980030914753|2020-06-20 19:29:48|188|Active|Tier4|2020-06-20 05:30:00|206873740
2210915800593502|2020-06-20 13:02:58|158|Active|Tier4|2020-06-20 00:00:00|206873740
2210980030106392|2020-06-20 12:23:53|257|Active|Tier4|2020-06-20 05:30:00|206873740
2210980030881507|2020-06-20 19:17:20|161|Active|Tier4|2020-06-20 05:30:00|206873740
2210911200648749|2020-06-20 19:18:12|128|Active|Tier4|2020-06-20 00:00:00|206873740
2210916700351496|2020-06-20 18:03:52|167|Active|Tier4|2020-06-20 05:30:00|206873740
2210911500757323|2020-06-20 19:14:52|167|Active|Tier4|2020-06-20 00:00:00|206873740
2210925500072186|2020-06-21 13:01:07|170|Active|Tier3|2020-06-21 00:00:00|206873740
2210980032456761|2020-06-21 13:51:44|259|Active|Tier4|2020-06-21 05:30:00|206873740
2210913000684411|2020-06-21 14:16:44|170|Active|Tier2|2019-12-01 00:00:00|206873740
2210980032480860|2020-06-21 14:13:10|259|Active|Tier4|2020-06-21 05:30:00|206873740
2210910302306412|2020-06-21 18:27:32|199|Active|Tier4|2020-06-21 00:00:00|206873740
2210980029004574|2020-06-21 14:29:39|170|Active|Tier3|2020-06-21 00:00:00|206873740
2210980032684917|2020-06-21 17:18:19|290|Active|Tier4|2020-06-21 05:30:00|206873740
2210980032729936|2020-06-21 19:20:54|711|Active|Tier2|2020-06-21 05:30:00|206873740
2210913000668232|2020-06-21 15:46:39|170|Active|Tier3|2020-06-01 00:00:00|206873740
2210913100087333|2020-06-21 19:40:44|259|Active|Tier3|2020-06-01 00:00:00|206873740
2210980032681921|2020-06-21 15:59:36|120|Active|Tier4|2020-06-21 05:30:00|206873740
2210980032681509|2020-06-21 15:45:02|121|Active|Tier4|2020-06-21 05:30:00|206873740
2210980032491917|2020-06-21 14:18:41|259|Active|Tier4|2020-06-21 05:30:00|206873740
2210980032682747|2020-06-21 16:21:59|484|Active|Tier4|2020-06-21 05:30:00|206873740
2210912100897246|2020-06-21 15:27:18|346|Active|Tier4|2020-07-09 05:30:00|206873740
2210980032685013|2020-06-21 17:45:05|121|Active|Tier4|2020-06-21 00:00:00|206873740
2210980033070348|2020-06-21 20:34:40|154|Active|Tier4|2020-06-21 05:30:00|206873740
2210912101122255|2020-06-21 13:12:17|346|Active|Tier4|2020-07-13 05:30:00|206873740
2210912100360906|2020-06-21 13:17:06|346|Active|Tier4|2020-07-14 05:30:00|206873740
2210912000388098|2020-06-21 18:24:20|120|Active|Tier4|2020-07-15 05:30:00|206873740
2210980032516150|2020-06-21 14:24:12|259|Active|Tier4|2020-06-21 05:30:00|206873740
2210980032885472|2020-06-21 19:52:42|120|Active|Tier4|2020-06-21 05:30:00|206873740
2210980032684453|2020-06-21 17:27:56|121|Active|Tier0|2020-06-21 05:30:00|206873740
2210980032684453|2020-06-21 17:43:57|121|Active|Tier0|2020-06-21 05:30:00|206873740
2210980032683661|2020-06-21 16:23:40|115|Active|Tier4|2020-06-21 05:30:00|206873740
2210913000249751|2020-06-21 15:32:24|170|Active|Tier3|2020-06-01 00:00:00|206873740
2210916800215856|2020-06-21 17:04:57|155|Active|Tier4|2020-06-21 05:30:00|206873740
2210980032975802|2020-06-21 20:05:19|290|Active|Tier4|2020-06-21 05:30:00|206873740
2210980039445650|2020-06-22 18:55:57|147|Active|Tier4|2020-06-22 05:30:00|206873740
2210913100087333|2020-06-22 12:28:02|259|Active|Tier3|2020-06-01 00:00:00|206873740
2210980038992710|2020-06-22 17:08:14|255|Active|Tier4|2020-06-22 00:00:00|206873740
2210917000172905|2020-06-22 17:17:23|225|Active|Tier4|2020-06-22 00:00:00|206873740
2210913000629630|2020-06-22 16:17:13|170|Active|Tier3|2020-06-22 05:30:00|206873740
2210911500199021|2020-06-22 12:56:49|115|Active|Tier4|2020-06-22 05:30:00|206873740
2210911700337389|2020-06-22 14:34:11|120|Active|Tier4|2020-07-15 05:30:00|206873740
2210980038004706|2020-06-22 12:11:39|147|Active|Tier4|2020-06-22 00:00:00|206873740
2210911402551196|2020-06-22 18:56:35|269|Active|Tier4|2020-06-21 05:30:00|206873740
2210980037862054|2020-06-22 11:57:07|259|Active|Tier4|2020-06-22 05:30:00|206873740
2210912201781653|2020-06-22 17:35:13|154|Active|Tier4|2020-06-22 00:00:00|206873740
2210980032683661|2020-06-22 12:30:40|115|Active|Tier4|2020-06-21 05:30:00|206873740
2210912200273801|2020-06-22 13:30:42|122|Active|Tier4|2020-06-22 00:00:00|206873740
2210980045765117|2020-06-23 14:29:18|165|Active|Tier4|2020-06-23 00:00:00|206873740
2210980046303611|2020-06-23 17:17:50|147|Active|Tier4|2020-06-23 05:30:00|206873740
2210911401515093|2020-06-23 18:33:02|225|Active|Tier1|2014-05-01 00:00:00|206873740
2210980033070348|2020-06-23 16:40:35|154|Active|Tier4|2020-06-21 05:30:00|206873740
2210911500503289|2020-06-23 15:15:13|115|Active|Tier4|2020-06-23 00:00:00|206873740
2210980028989882|2020-06-23 16:37:04|154|Active|Tier4|2020-06-14 05:30:00|206873740
2210912000026789|2020-06-23 16:55:09|130|Active|Tier3|2020-06-23 05:30:00|206873740
2210911500350491|2020-06-23 19:35:30|128|Active|Tier4|2020-06-23 05:30:00|206873740
2210915401245684|2020-06-23 20:01:29|154|Active|Tier4|2020-06-23 05:30:00|206873740
2210915401136859|2020-06-23 20:10:05|154|Active|Tier4|2020-06-23 05:30:00|206873740
2210980052372773|2020-06-24 14:22:26|116|Active|Tier4|2020-06-24 00:00:00|206873740
2210918200194558|2020-06-24 15:44:43|267|Active|Tier4|2020-06-24 05:30:00|206873740
2210980053006636|2020-06-24 14:48:18|290|Active|Tier4|2020-06-24 00:00:00|206873740
2210912200636072|2020-06-24 16:09:13|154|Active|Tier4|2020-06-24 00:00:00|206873740
2210913000860953|2020-06-24 16:54:17|170|Active|Tier3|2020-06-24 05:30:00|206873740
2210980053572983|2020-06-24 16:48:06|147|Active|Tier4|2020-06-24 00:00:00|206873740
2210913000860953|2020-06-24 17:10:30|170|Active|Tier3|2020-06-24 05:30:00|206873740
2210913000860953|2020-06-24 17:20:41|170|Active|Tier3|2020-06-24 05:30:00|206873740
2210980054419655|2020-06-24 18:48:19|112|Active|Tier4|2020-06-24 00:00:00|206873740
2210980054589119|2020-06-24 18:58:36|120|Active|Tier4|2020-06-24 00:00:00|206873740
2210980054236356|2020-06-24 17:19:10|130|Active|Tier4|2020-06-24 00:00:00|206873740
2210912000593861|2020-06-24 19:57:55|259|Active|Tier2|2019-12-01 00:00:00|206873740
2210912201259940|2020-06-24 19:17:20|122|Active|Tier4|2020-06-24 05:30:00|206873740
2210980054685180|2020-06-24 19:56:28|182|Active|Tier4|2020-06-24 00:00:00|206873740
2210980054685180|2020-06-24 19:18:07|182|Active|Tier4|2020-06-24 00:00:00|206873740
2210918200234693|2020-06-24 20:13:28|182|Active|Tier4|2020-06-24 00:00:00|206873740
2210980060084642|2020-06-25 11:52:23|165|Active|Tier4|2020-06-25 00:00:00|206873740
2210980060576258|2020-06-25 13:36:25|259|Active|Tier4|2020-06-25 00:00:00|206873740
2210980060907768|2020-06-25 14:32:29|346|Active|Tier4|2020-06-25 05:30:00|206873740
2210980061004706|2020-06-25 15:21:52|225|Active|Tier4|2020-06-25 05:30:00|206873740
2210910701204150|2020-06-25 15:50:09|155|Active|Tier2|2020-06-25 00:00:00|206873740
2210917400483076|2020-06-25 16:35:12|174|Active|Tier2|2020-06-25 05:30:00|206873740
2210919900466635|2020-06-25 18:01:22|199|Active|Tier4|2020-06-25 05:30:00|206873740
2210915800265812|2020-06-25 18:39:01|158|Active|Tier4|2020-06-25 05:30:00|206873740
2210980062509133|2020-06-25 20:00:35|154|Active|Tier4|2020-06-25 00:00:00|206873740
2210911601429988|2020-06-25 19:05:04|116|Active|Tier4|2020-06-25 00:00:00|206873740
2210915400816626|2020-06-26 14:06:57|199|Active|Tier4|2020-06-26 05:30:00|206873740
2210911200439594|2020-06-26 14:22:44|128|Active|Tier4|2020-06-26 00:00:00|206873740
2210971500058882|2020-06-26 14:49:13|346|Active|Tier3|2020-06-01 00:00:00|206873740
2210912200720090|2020-06-26 18:02:27|122|Active|Tier4|2020-06-26 05:30:00|206873740
2210925300072295|2020-06-26 18:47:35|128|Active|Tier4|2020-06-26 00:00:00|206873740
2210912801601053|2020-06-27 12:46:58|128|Active|Tier4|2020-06-27 00:00:00|206873740
2210980068553580|2020-06-27 13:15:58|147|Active|Tier4|2020-06-27 05:30:00|206873740
2210917000059680|2020-06-27 13:32:34|170|Active|Tier2|2020-06-27 00:00:00|206873740
2210980068604011|2020-06-27 13:43:13|147|Active|Tier4|2020-06-27 05:30:00|206873740
2210912000066678|2020-06-27 14:36:53|170|Active|Tier2|2020-06-01 00:00:00|206873740
2210980068640569|2020-06-27 14:15:00|290|Active|Tier4|2020-06-27 05:30:00|206873740
2210913001105820|2020-06-27 15:09:45|130|Active|Tier3|2020-06-01 00:00:00|206873740
2210980068809529|2020-06-27 15:07:12|711|Active|Tier4|2020-06-27 00:00:00|206873740
2210917000038544|2020-06-27 16:05:24|170|Active|Tier3|2020-06-01 00:00:00|206873740
2210912000826121|2020-06-27 16:41:52|165|Active|Tier4|2020-06-27 00:00:00|206873740
2210910501331112|2020-06-27 17:07:00|147|Active|Tier4|2020-06-27 00:00:00|206873740
2210980068864201|2020-06-27 17:15:24|103|Active|Tier4|2020-06-27 00:00:00|206873740
2210912100017274|2020-06-27 17:50:34|121|Active|Tier4|2020-07-13 05:30:00|206873740
